onset	duration	stim_type	trial_type
0.0008333333333333	0.0	29	n/a
413.4533333333333	0.0	28	n/a
600.5066666666667	0.0	31	rating
809.6116666666667	0.0	31	rating
847.6866666666666	0.0	29	n/a
855.8058333333333	0.0	33	vid
954.1125	0.0	31	rating
1012.581666666667	0.0	33	vid
1104.034166666667	0.0	31	rating
1173.65	0.0	33	vid
1246.568333333333	0.0	31	rating
1463.833333333333	0.0	32	ima
1524.616666666667	0.0	31	rating
1602.345833333333	0.0	32	ima
1662.9425	0.0	30	fade
1666.539166666667	0.0	30	fade
1677.823333333333	0.0	30	fade
1679.0325	0.0	31	rating
1764.243333333333	0.0	32	ima
1813.288333333333	0.0	30	fade
1835.414166666667	0.0	31	rating
1957.085833333333	0.0	33	vid
2024.218333333333	0.0	31	rating
2093.735	0.0	33	vid
2194.33	0.0	31	rating
2262.700833333333	0.0	33	vid
2379.296666666667	0.0	31	rating
2580.734166666667	0.0	32	ima
2636.374166666666	0.0	30	fade
2637.106666666667	0.0	30	fade
2639.0025	0.0	30	fade
2657.6725	0.0	31	rating
2736.043333333334	0.0	32	ima
2807.603333333333	0.0	30	fade
2818.91	0.0	31	rating
2895.2625	0.0	32	ima
2964.745	0.0	30	fade
2965.705	0.0	30	fade
2966.333333333333	0.0	30	fade
2968.1575	0.0	30	fade
2982.869166666667	0.0	30	fade
2985.044166666667	0.0	31	rating
3209.1175	0.0	32	ima
3239.503333333334	0.0	30	fade
3255.378333333334	0.0	31	rating
3341.395833333333	0.0	32	ima
3391.559166666666	0.0	31	rating
3477.353333333333	0.0	32	ima
3522.554166666667	0.0	31	rating
3645.226666666666	0.0	33	vid
3751.625	0.0	31	rating
3820.7175	0.0	33	vid
3932.681666666667	0.0	31	rating
4007.253333333334	0.0	33	vid
4111.870833333333	0.0	31	rating
5691.419166666667	0.0	33	vid
5765.44	0.0	31	rating
5838.1825	0.0	33	vid
6094.000833333334	0.0	31	rating
6153.2775	0.0	33	vid
6237.075	0.0	31	rating
6418.73	0.0	32	ima
6496.154166666666	0.0	31	rating
6574.490833333333	0.0	32	ima
6650.833333333333	0.0	31	rating
6718.695	0.0	32	ima
6810.988333333334	0.0	31	rating
7028.045	0.0	32	ima
7104.27	0.0	31	rating
7184.776666666667	0.0	32	ima
7291.844166666667	0.0	31	rating
7371.6875	0.0	32	ima
7441.538333333333	0.0	31	rating
7555.365833333333	0.0	33	vid
7621.2075	0.0	31	rating
7684.3175	0.0	33	vid
7795.751666666667	0.0	31	rating
7860.066666666667	0.0	33	vid
7918.093333333333	0.0	31	rating
8111.146666666667	0.0	32	ima
8173.643333333333	0.0	31	rating
8246.275	0.0	32	ima
8331.795833333334	0.0	31	rating
8406.050833333333	0.0	32	ima
8515.974166666667	0.0	31	rating
8638.473333333333	0.0	33	vid
8720.060833333333	0.0	31	rating
8783.965833333334	0.0	33	vid
8856.6575	0.0	31	rating
8921.28	0.0	33	vid
9030.780833333334	0.0	31	rating
9221.365	0.0	32	ima
9294.554166666669	0.0	31	rating
9371.420833333334	0.0	32	ima
9460.224166666669	0.0	31	rating
9536.496666666666	0.0	32	ima
9632.846666666666	0.0	31	rating
9747.1075	0.0	33	vid
9868.8575	0.0	31	rating
9934.194166666666	0.0	33	vid
10050.0075	0.0	31	rating
10115.4375	0.0	33	vid
10223.44666666667	0.0	31	rating
