trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	11	0.0	0.0	0.56	7.0	6.09	0.49	5.95	0.0	0.84	0.0
2	18	0.91	0.0	0.0	1.75	1.82	6.16	3.57	1.19	3.57	0.0
3	16	0.0	0.0	0.0	0.0	5.18	5.390000000000001	5.67	1.4	5.32	0.0
4	32	0.0	0.0	0.0	4.2	0.0	0.0	0.98	0.98	0.0	3.5
5	39	0.63	0.0	0.0	0.0	5.53	5.739999999999999	5.67	1.12	5.600000000000001	0.0
6	37	0.0	0.0	0.0	0.0	0.0	5.95	5.95	1.05	6.16	0.0
7	3	4.06	4.62	0.98	0.0	0.0	0.0	4.2	5.32	1.82	6.02
8	6	2.1	4.83	0.0	0.0	1.4	0.0	4.13	4.13	1.47	3.5
9	2	6.02	5.88	1.05	0.0	0.0	0.0	5.109999999999999	7.0	5.32	7.0
10	24	6.16	0.0	0.0	0.56	0.0	0.0	6.58	6.72	6.16	5.88
11	27	4.55	7.0	0.0	0.0	0.0	0.0	7.0	6.58	6.79	5.109999999999999
12	23	1.54	0.0	0.0	4.06	0.0	0.0	4.13	1.96	3.5	2.59
13	12	6.09	0.0	2.52	5.88	1.26	0.0	5.95	0.91	4.62	0.84
14	10	5.18	0.0	0.0	6.02	0.0	0.0	5.04	0.0	3.43	0.98
15	15	5.53	0.0	0.0	5.18	5.739999999999999	0.0	5.67	1.4	5.81	0.0
16	33	5.46	0.0	0.0	5.67	6.58	0.0	6.09	1.54	1.26	0.77
17	31	6.37	0.0	0.0	7.0	0.0	0.0	6.93	0.0	6.16	0.0
18	36	7.0	0.0	0.0	0.0	7.0	4.55	6.859999999999999	0.0	4.83	0.0
19	28	5.18	5.18	7.0	4.62	0.0	0.0	7.0	6.37	7.0	7.0
20	29	4.2	5.04	6.02	0.0	0.0	0.0	3.5	6.37	2.24	6.510000000000001
21	25	4.760000000000001	6.02	0.0	0.98	0.0	0.0	4.48	3.5	0.56	3.5
22	7	6.02	4.2	4.97	0.0	0.0	0.0	5.04	5.600000000000001	4.06	5.739999999999999
23	8	4.27	5.109999999999999	6.44	0.0	0.0	0.0	5.04	6.02	3.5	4.55
24	4	2.66	5.18	0.0	0.0	0.0	0.0	3.5	5.18	1.12	3.5
25	20	4.27	0.0	0.35	0.0	0.0	0.0	4.899999999999999	3.71	6.44	7.0
26	21	1.54	0.0	0.0	0.0	0.0	0.0	0.84	3.5	0.91	3.5
27	19	0.28	0.0	0.0	0.0	1.4	0.0	1.82	3.5	3.5	1.82
28	41	4.760000000000001	0.0	1.61	0.0	0.0	0.0	3.64	3.5	0.42	3.5
29	42	0.0	0.0	0.0	0.0	0.0	0.0	3.43	2.38	1.4	0.84
30	40	0.63	0.0	0.0	0.0	0.0	0.0	3.29	3.5	1.19	3.5
31	38	7.0	0.0	0.0	0.0	5.18	7.0	7.0	0.0	3.36	0.0
32	35	7.0	0.0	0.0	0.0	7.0	1.89	7.0	1.47	3.5	0.0
33	34	0.0	0.0	0.0	1.68	7.0	4.2	7.0	0.84	1.68	0.0
34	17	5.81	0.0	0.0	5.04	1.82	7.0	4.97	1.33	1.05	0.0
35	14	4.899999999999999	0.0	0.0	2.59	5.600000000000001	4.2	4.899999999999999	1.54	3.57	1.05
36	13	0.0	0.0	0.07	4.34	7.0	0.0	4.97	1.89	5.32	0.0
37	22	5.04	0.0	0.0	0.0	0.0	0.0	5.109999999999999	5.04	2.66	3.5
38	30	4.06	4.2	4.55	0.0	0.0	0.0	3.01	4.48	0.56	4.41
39	26	2.52	4.55	0.0	0.0	0.0	0.0	2.73	4.760000000000001	1.05	3.5
40	1	5.739999999999999	4.27	1.26	0.0	0.07	0.0	4.62	5.04	1.75	4.97
41	9	4.2	1.33	4.55	0.0	0.0	0.0	2.66	4.41	1.26	4.27
42	5	4.34	5.18	0.63	0.0	0.0	0.0	2.45	4.62	0.63	3.5
