trial_number	video_name	score_1	score_2	score_3	score_4	score_5	score_6	score_7	score_8	score_9	score_10
1	27	5.600000000000001	6.37	4.83	3.850000000000001	0.0	0.0	6.3	5.32	5.25	5.32
2	30	4.2	3.08	4.2	3.01	0.07	0.0	2.73	3.99	1.75	3.5
3	25	2.8	5.32	3.71	5.390000000000001	0.0	0.0	5.04	4.62	3.01	4.34
4	6	4.55	5.390000000000001	4.69	2.52	0.0	0.0	4.760000000000001	5.53	5.81	5.88
5	9	5.18	4.41	5.46	0.0	0.0	0.0	4.48	4.2	3.71	4.48
6	4	4.27	4.2	4.27	0.0	0.0	0.0	4.62	4.41	3.57	4.48
7	21	4.06	4.06	3.92	0.0	0.0	0.0	3.71	3.57	3.5	3.5
8	20	3.71	3.22	3.08	0.0	0.0	0.0	3.43	3.5	4.2	3.5
9	19	2.87	2.8	2.66	0.0	0.0	0.0	3.5	3.5	3.43	3.5
10	42	2.24	3.5	2.24	0.0	0.0	0.0	3.36	3.5	2.24	2.8
11	41	2.94	3.850000000000001	4.13	0.0	0.0	0.0	4.06	3.850000000000001	1.26	2.87
12	40	2.73	3.22	2.87	0.0	0.0	0.0	3.78	3.5	2.59	3.15
13	10	2.1	2.8	2.17	4.41	0.0	0.0	3.36	2.94	1.82	2.1
14	16	2.17	2.8	0.49	3.78	5.04	5.95	4.55	2.24	5.46	0.63
15	12	1.19	2.87	0.35	4.899999999999999	0.98	0.0	3.43	2.17	3.36	3.5
16	31	4.34	4.27	2.66	2.31	0.0	0.0	4.62	3.850000000000001	4.83	4.2
17	37	1.54	2.24	0.0	0.0	0.0	2.8	3.5	2.52	4.2	3.5
18	33	2.45	1.89	3.99	4.2	0.0	0.0	3.850000000000001	2.87	1.96	2.87
19	26	5.109999999999999	6.37	4.899999999999999	0.0	0.0	0.0	5.95	5.18	4.55	5.67
20	23	5.67	4.55	4.62	0.0	0.0	0.0	4.69	4.34	4.27	4.2
21	22	5.53	4.34	2.52	0.0	0.0	0.0	3.99	3.850000000000001	4.760000000000001	3.5
22	5	4.27	4.55	4.34	0.0	0.0	0.0	3.99	4.41	3.15	4.13
23	2	5.46	5.04	5.32	0.0	0.0	0.0	4.899999999999999	4.760000000000001	3.57	4.899999999999999
24	1	5.04	4.27	4.2	0.0	0.0	0.0	4.34	4.27	3.5	4.13
25	14	2.66	2.17	0.0	4.41	6.23	5.32	4.62	2.38	2.17	0.98
26	13	2.1	2.8	0.84	3.99	5.46	6.16	4.27	1.82	1.82	2.38
27	17	0.0	0.63	0.0	0.42	0.98	5.81	4.69	1.05	2.94	0.63
28	35	0.84	0.0	0.7000000000000001	0.0	6.649999999999999	0.35	5.88	0.98	4.69	4.83
29	34	0.0	0.0	0.0	0.0	7.0	0.0	6.44	0.84	3.78	3.5
30	38	0.0	0.0	0.0	0.0	1.47	5.18	4.27	1.26	2.52	1.4
31	29	4.899999999999999	4.34	6.02	0.0	0.0	0.0	4.760000000000001	5.390000000000001	3.99	4.62
32	28	5.109999999999999	4.13	4.62	4.69	0.0	0.0	4.69	4.27	4.760000000000001	3.92
33	24	4.41	2.73	2.73	4.48	0.0	0.0	4.41	3.78	3.5	3.5
34	8	5.390000000000001	4.13	6.16	0.0	0.0	0.0	4.34	4.83	2.94	5.04
35	7	6.02	5.600000000000001	5.25	0.0	0.0	0.0	4.69	5.04	4.62	5.600000000000001
36	3	5.18	5.600000000000001	4.69	0.0	0.0	0.0	4.34	4.2	3.57	4.62
37	18	0.28	0.0	0.0	4.13	4.2	7.0	4.69	1.26	3.57	0.56
38	11	0.0	0.0	0.0	5.32	6.44	0.0	4.41	0.7000000000000001	1.05	0.0
39	15	1.05	0.0	0.0	0.0	4.48	0.84	4.13	2.17	3.57	2.17
40	39	0.28	0.0	0.0	0.7000000000000001	1.61	1.54	1.96	2.87	3.43	2.66
41	32	0.0	0.0	0.0	2.03	0.0	0.0	2.17	2.52	2.52	2.66
42	36	0.0	0.7000000000000001	0.0	0.0	4.55	0.56	4.48	2.38	3.64	2.45
